IPTV-01,#genre#
CCTV2,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000477
CCTV4,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000573
CCTV5+,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000153
CCTV7,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000485
CCTV9,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000478
CCTV10,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000480
CCTV11,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000583
CCTV12,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000482
CCTV14,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000483
CCTV17,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000580
三沙卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000589
东南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000588
东南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000075
云南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000060
兵团卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000462
内蒙古卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000098
北京卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000194
厦门卫视,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000244
吉林卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000091
四川卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000069
天津卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000266
宁夏卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000082
安徽卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000039
山东卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000470
山西卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000099
广东卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000445
广西卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000086
新疆卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000097
江苏卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000198
江西卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000065
河北卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000575
河南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000085
浙江卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000265
海南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000088
深圳卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000197
湖北卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000267
湖南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000195
甘肃卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000094
西藏卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000100
贵州卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000577
辽宁卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000472
重庆卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000083
陕西卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000090
青海卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000096
黑龙江卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000196
CETV1,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000463
CETV2,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000251
CETV4,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000252
光影,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000516
军事,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000507
军旅剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000500
动作影院,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000525
动画,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000512
卡酷动画,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000150
古装剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000501
台球,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000518
喜剧影院,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000524
嘉佳卡通,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000448
国学,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000509
地理,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000498
墨宝,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000515
好学生,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000513
家庭影院,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000526
山东教育,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000248
戏曲,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000510
收视指南,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000110
早教,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000511
武侠剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000523
武术,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000520
热播剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000108
爱生活,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000519
精选剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000505
经典电影,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000109
美人,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000504
财富天下,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000183
都市剧场,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000230
金鹰卡通,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000151
金鹰纪实,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000569
鉴赏,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000514
音乐现场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000502
高网,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000521
♢CCTV1综合,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000152
♢CCTV2财经,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000477
♢CCTV4中文国际,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000573
♢CCTV5+体育赛事,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000153
♢CCTV7军事农业,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000485
♢CCTV9记录,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000478
♢CCTV10科教,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000480
♢CCTV11戏曲,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000583
♢CCTV12社会与法,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000482
♢CCTV14少儿,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000483
♢CCTV17,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000580
♢三沙卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000589
♢东南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000588
♢东南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000075
♢云南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000060
♢兵团卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000462
♢内蒙古卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000098
♢北京卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000194
♢厦门卫视,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000244
♢吉林卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000091
♢四川卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000069
♢天津卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000266
♢宁夏卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000082
♢安徽卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000039
♢山东卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000470
♢山西卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000099
♢广东卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000445
♢广西卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000086
♢新疆卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000097
♢江苏卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000198
♢江西卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000065
♢河北卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000575
♢河南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000085
♢浙江卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000265
♢海南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000088
♢深圳卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000197
♢湖北卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000267
♢湖南卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000195
♢甘肃卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000094
♢西藏卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000100
♢贵州卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000577
♢辽宁卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000472
♢重庆卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000083
♢陕西卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000090
♢青海卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000096
♢黑龙江卫视,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000196
♢CETV1,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000463
♢CETV2,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000251
♢CETV4,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000252
♢光影,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000516
♢军事,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000507
♢军旅剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000500
♢动作影院,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000525
♢动画,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000512
♢卡酷动画,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000150
♢古装剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000501
♢台球,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000518
♢喜剧影院,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000524
♢嘉佳卡通,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000448
♢国学,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000509
♢地理,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000498
♢墨宝,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000515
♢好学生,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000513
♢家庭影院,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000526
♢山东教育,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000248
♢戏曲,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000510
♢收视指南,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000110
♢早教,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000511
♢武侠剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000523
♢武术,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000520
♢热播剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000108
♢爱生活,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000519
♢精选剧场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000505
♢经典电影,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000109
♢美人,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000504
♢财富天下,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000183
♢都市剧场,http://10.255.126.3:8006/AHBKLIVE/00005000000000000000000000000230
♢金鹰卡通,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000151
♢金鹰纪实,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000569
♢鉴赏,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000514
♢音乐现场,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000502
♢高网,http://10.255.126.3:8006/AHBKLIVE/00000001000000050000000000000521

IPTV-08,#genre#
CCTV1,http://1.192.152.76:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://1.192.152.76:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://1.192.152.76:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://1.192.152.76:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://1.192.152.76:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://1.192.152.76:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://1.192.152.76:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://1.192.152.76:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://1.192.152.76:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://1.192.152.76:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://1.192.152.76:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://1.192.152.76:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://1.192.152.76:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://1.192.152.76:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://1.192.152.76:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://1.192.152.76:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://1.192.152.76:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://1.192.152.76:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://1.192.152.76:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://1.192.152.76:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://1.192.152.76:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://1.192.152.76:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://1.192.152.76:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://1.192.152.76:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://1.192.152.76:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://1.192.152.76:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://1.192.152.76:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://1.192.152.76:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://1.192.152.76:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://1.192.152.76:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://1.192.152.76:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://1.192.152.76:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://1.192.152.76:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://1.192.152.76:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://1.192.152.76:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://1.192.152.76:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://1.192.152.76:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://1.192.152.76:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
北京卡通,http://1.192.152.76:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
河南公共,http://1.192.152.76:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
河南新农村,http://1.192.152.76:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
河南新闻,http://1.192.152.76:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生,http://1.192.152.76:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
河南法制,http://1.192.152.76:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
河南电视剧,http://1.192.152.76:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市,http://1.192.152.76:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
福建东南,http://1.192.152.76:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://1.192.152.76:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0

IPTV-09,#genre#
CCTV3,http://112.27.145.212:9902/tsfile/live/1502_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://112.27.145.212:9902/tsfile/live/1504_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://112.27.145.212:9902/tsfile/live/1505_1.m3u8?key=txiptv&playlive=1&authid=0
*CCTV3综艺,http://112.27.145.212:9902/tsfile/live/1502_1.m3u8?key=txiptv&playlive=1&authid=0
*CCTV5体育,http://112.27.145.212:9902/tsfile/live/1504_1.m3u8?key=txiptv&playlive=1&authid=0
*CCTV6电影,http://112.27.145.212:9902/tsfile/live/1505_1.m3u8?key=txiptv&playlive=1&authid=0

IPTV-10,#genre#
CCTV3,http://10.60.198.15:8114/AHBKLIVE/00000001000000050000000000000487?FvSeid=74e0d480b7c98f9d&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1419188&Fsv_chan_hls_se_idx=28&Fsv_TBt=8799728&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000487&Fsv_CMSID=AHBK
♢CCTV3综艺,http://10.60.198.15:8114/AHBKLIVE/00000001000000050000000000000487?FvSeid=74e0d480b7c98f9d&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1419188&Fsv_chan_hls_se_idx=28&Fsv_TBt=8799728&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000487&Fsv_CMSID=AHBK

IPTV-11,#genre#
CCTV5,http://10.60.198.2:8114/AHBKLIVE/00000001000000050000000000000481?FvSeid=73d3ea6a7117103e&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1332716&Fsv_chan_hls_se_idx=20&Fsv_TBt=8800912&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000481&Fsv_CMSID=AHBK
♢CCTV5体育,http://10.60.198.2:8114/AHBKLIVE/00000001000000050000000000000481?FvSeid=73d3ea6a7117103e&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1332716&Fsv_chan_hls_se_idx=20&Fsv_TBt=8800912&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000481&Fsv_CMSID=AHBK

IPTV-12,#genre#
CCTV6,http://10.60.198.31:8114/AHBKLIVE/11111120220816000000000000000005?FvSeid=74e0de22dfa1afac&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1418788&Fsv_chan_hls_se_idx=8&Fsv_TBt=8802576&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111120220816000000000000000005&Fsv_CMSID=AHBK
安徽科教,http://10.60.198.31:8114/AHBKLIVE/11111100000000000000000000000013?FvSeid=74e0e514768ddba7&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1419050&Fsv_chan_hls_se_idx=28&Fsv_TBt=2701576&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111100000000000000000000000013&Fsv_CMSID=AHBK
风云剧场,http://10.60.198.31:8114/AHBKLIVE/11111120210421000000000000000041?FvSeid=73d3f74421338d63&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1332658&Fsv_chan_hls_se_idx=0&Fsv_TBt=8000592&Fsv_ShiftEnable=1&Fsv_ShiftTsp=60&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111120210421000000000000000041&Fsv_CMSID=AHBK
♢CCTV6电影,http://10.60.198.31:8114/AHBKLIVE/11111120220816000000000000000005?FvSeid=74e0de22dfa1afac&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1418788&Fsv_chan_hls_se_idx=8&Fsv_TBt=8802576&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111120220816000000000000000005&Fsv_CMSID=AHBK
♢安徽科教,http://10.60.198.31:8114/AHBKLIVE/11111100000000000000000000000013?FvSeid=74e0e514768ddba7&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1419050&Fsv_chan_hls_se_idx=28&Fsv_TBt=2701576&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111100000000000000000000000013&Fsv_CMSID=AHBK
♢风云剧场,http://10.60.198.31:8114/AHBKLIVE/11111120210421000000000000000041?FvSeid=73d3f74421338d63&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1332658&Fsv_chan_hls_se_idx=0&Fsv_TBt=8000592&Fsv_ShiftEnable=1&Fsv_ShiftTsp=60&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111120210421000000000000000041&Fsv_CMSID=AHBK

IPTV-13,#genre#
CCTV8,http://10.60.198.28:8114/AHBKLIVE/00000001000000050000000000000476?FvSeid=74e0df72254d6a88&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1419240&Fsv_chan_hls_se_idx=35&Fsv_TBt=8801248&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000476&Fsv_CMSID=AHBK
安徽综艺,http://10.60.198.28:8114/AHBKLIVE/11111100000000000000000000000011?FvSeid=74e0e5b3355f6831&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1419036&Fsv_chan_hls_se_idx=28&Fsv_TBt=2700920&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111100000000000000000000000011&Fsv_CMSID=AHBK
♢CCTV8电视剧,http://10.60.198.28:8114/AHBKLIVE/00000001000000050000000000000476?FvSeid=74e0df72254d6a88&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1419240&Fsv_chan_hls_se_idx=35&Fsv_TBt=8801248&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000476&Fsv_CMSID=AHBK
♢安徽综艺,http://10.60.198.28:8114/AHBKLIVE/11111100000000000000000000000011?FvSeid=74e0e5b3355f6831&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1419036&Fsv_chan_hls_se_idx=28&Fsv_TBt=2700920&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111100000000000000000000000011&Fsv_CMSID=AHBK

IPTV-14,#genre#
CCTV13,http://10.60.198.30:8114/AHBKLIVE/00000001000000050000000000000602?FvSeid=74e0dffd8a23d587&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1418928&Fsv_chan_hls_se_idx=23&Fsv_TBt=8801480&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000602&Fsv_CMSID=AHBK
安徽经济,http://10.60.198.30:8114/AHBKLIVE/11111100000000000000000000000005?FvSeid=73d3ef7419317c86&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1332702&Fsv_chan_hls_se_idx=15&Fsv_TBt=2700440&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111100000000000000000000000005&Fsv_CMSID=AHBK
♢CCTV13新闻,http://10.60.198.30:8114/AHBKLIVE/00000001000000050000000000000602?FvSeid=74e0dffd8a23d587&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1418928&Fsv_chan_hls_se_idx=23&Fsv_TBt=8801480&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=00000001000000050000000000000602&Fsv_CMSID=AHBK
♢安徽经济,http://10.60.198.30:8114/AHBKLIVE/11111100000000000000000000000005?FvSeid=73d3ef7419317c86&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1332702&Fsv_chan_hls_se_idx=15&Fsv_TBt=2700440&Fsv_ShiftEnable=1&Fsv_ShiftTsp=3&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=AHBKLIVE&Pcontent_id=11111100000000000000000000000005&Fsv_CMSID=AHBK

IPTV-15,#genre#
